"","studyid","intid","year","species","z","X.x","phenovalue","slope","int_type","spp","X.y","spp1","spp2","interaction","neg_phenovalue","neg_slope","pos_phenovalue","pos_slope","phenodiff","phenofreq"
"11","HMK011",155,2001,"Poecile montanus",0.353369674487248,2142,133.1005,-0.139610336134454,"herbivory","spp2",359,"Epirrita autumnata","Poecile montanus","herbivory",182.1512,-1.02194901098901,"133.1005","-0.139610336134454",49.0507,"daily"
"12","HMK011",155,2001,"Epirrita autumnata",-0.653804692203761,359,182.1512,-1.02194901098901,"herbivory","spp1",359,"Epirrita autumnata","Poecile montanus","herbivory",182.1512,-1.02194901098901,"133.1005","-0.139610336134454",49.0507,"daily"
"13","HMK011",155,2002,"Poecile montanus",1.80200875698797,2143,127.8414,-0.139610336134454,"herbivory","spp2",360,"Epirrita autumnata","Poecile montanus","herbivory",165.3688,-1.02194901098901,"127.8414","-0.139610336134454",37.5274,"daily"
"14","HMK011",155,2002,"Epirrita autumnata",1.48825169243179,360,165.3688,-1.02194901098901,"herbivory","spp1",360,"Epirrita autumnata","Poecile montanus","herbivory",165.3688,-1.02194901098901,"127.8414","-0.139610336134454",37.5274,"daily"
"15","HMK011",155,2003,"Poecile montanus",-0.572582127109733,2144,136.0817,-0.139610336134454,"herbivory","spp2",361,"Epirrita autumnata","Poecile montanus","herbivory",170.6461,-1.02194901098901,"136.0817","-0.139610336134454",34.5644,"daily"
"16","HMK011",155,2003,"Epirrita autumnata",0.570073023627379,361,170.6461,-1.02194901098901,"herbivory","spp1",361,"Epirrita autumnata","Poecile montanus","herbivory",170.6461,-1.02194901098901,"136.0817","-0.139610336134454",34.5644,"daily"
"17","HMK011",155,2004,"Poecile montanus",1.26374487199032,2145,129.8321,-0.139610336134454,"herbivory","spp2",362,"Epirrita autumnata","Poecile montanus","herbivory",162.4261,-1.02194901098901,"129.8321","-0.139610336134454",32.594,"daily"
"18","HMK011",155,2004,"Epirrita autumnata",0.884413900828902,362,162.4261,-1.02194901098901,"herbivory","spp1",362,"Epirrita autumnata","Poecile montanus","herbivory",162.4261,-1.02194901098901,"129.8321","-0.139610336134454",32.594,"daily"
"19","HMK011",155,2005,"Epirrita autumnata",-0.384832823903419,363,176.9202,-1.02194901098901,"herbivory","spp1",363,"Epirrita autumnata","Poecile montanus","herbivory",176.9202,-1.02194901098901,"131.4894","-0.139610336134454",45.4308,"daily"
"20","HMK011",155,2005,"Poecile montanus",0.367216254400897,2146,131.4894,-0.139610336134454,"herbivory","spp2",363,"Epirrita autumnata","Poecile montanus","herbivory",176.9202,-1.02194901098901,"131.4894","-0.139610336134454",45.4308,"daily"
"21","HMK011",155,2006,"Epirrita autumnata",0.425324966104349,364,168.3689,-1.02194901098901,"herbivory","spp1",364,"Epirrita autumnata","Poecile montanus","herbivory",168.3689,-1.02194901098901,"129.8518","-0.139610336134454",38.5171,"daily"
"22","HMK011",155,2006,"Poecile montanus",1.06297762373383,2147,129.8518,-0.139610336134454,"herbivory","spp2",364,"Epirrita autumnata","Poecile montanus","herbivory",168.3689,-1.02194901098901,"129.8518","-0.139610336134454",38.5171,"daily"
"23","HMK011",155,2007,"Epirrita autumnata",1.06696986544723,365,167.391,-1.02194901098901,"herbivory","spp1",365,"Epirrita autumnata","Poecile montanus","herbivory",167.391,-1.02194901098901,"131.5084","-0.139610336134454",35.8826,"daily"
"24","HMK011",155,2007,"Poecile montanus",0.365485520612684,2148,131.5084,-0.139610336134454,"herbivory","spp2",365,"Epirrita autumnata","Poecile montanus","herbivory",167.391,-1.02194901098901,"131.5084","-0.139610336134454",35.8826,"daily"
"25","HMK011",155,2008,"Epirrita autumnata",-0.00567862006860801,366,172.6669,-1.02194901098901,"herbivory","spp1",366,"Epirrita autumnata","Poecile montanus","herbivory",172.6669,-1.02194901098901,"130.859","-0.139610336134454",41.8079,"daily"
"26","HMK011",155,2008,"Poecile montanus",0.905479429790602,2149,130.859,-0.139610336134454,"herbivory","spp2",366,"Epirrita autumnata","Poecile montanus","herbivory",172.6669,-1.02194901098901,"130.859","-0.139610336134454",41.8079,"daily"
"27","HMK011",155,2009,"Poecile montanus",-0.465275213024665,2150,133.5005,-0.139610336134454,"herbivory","spp2",367,"Epirrita autumnata","Poecile montanus","herbivory",170.7021,-1.02194901098901,"133.5005","-0.139610336134454",37.2016,"daily"
"28","HMK011",155,2009,"Epirrita autumnata",-0.0337639686202047,367,170.7021,-1.02194901098901,"herbivory","spp1",367,"Epirrita autumnata","Poecile montanus","herbivory",170.7021,-1.02194901098901,"133.5005","-0.139610336134454",37.2016,"daily"
"29","HMK016",165,1993,"Cerorhinca monocerata",0.722708032275328,2166,143.258,0.623592857142876,"predation","spp2",380,"Engraulis japonicus","Cerorhinca monocerata","predation",165.259,-1.50021650055365,"143.258","0.623592857142876",22.001,"daily"
"30","HMK016",165,1995,"Cerorhinca monocerata",0.301127857448129,2168,139.568,0.623592857142876,"predation","spp2",381,"Engraulis japonicus","Cerorhinca monocerata","predation",171.541,-1.50021650055365,"139.568","0.623592857142876",31.973,"daily"
"31","HMK016",165,1996,"Cerorhinca monocerata",-0.271015267436619,2169,147.521,0.623592857142876,"predation","spp2",382,"Engraulis japonicus","Cerorhinca monocerata","predation",180.839,-1.50021650055365,"147.521","0.623592857142876",33.318,"daily"
"32","HMK016",165,1997,"Cerorhinca monocerata",-0.782933212298348,2170,153.142,0.623592857142876,"predation","spp2",383,"Engraulis japonicus","Cerorhinca monocerata","predation",214.747,-1.50021650055365,"153.142","0.623592857142876",61.605,"daily"
"33","HMK016",165,1998,"Cerorhinca monocerata",0.692594463597303,2171,145.695,0.623592857142876,"predation","spp2",384,"Engraulis japonicus","Cerorhinca monocerata","predation",136.361,-1.50021650055365,"145.695","0.623592857142876",-9.334,"daily"
"34","HMK016",165,1999,"Cerorhinca monocerata",-1.6863206993088,2172,155.515,0.623592857142876,"predation","spp2",385,"Engraulis japonicus","Cerorhinca monocerata","predation",157.962,-1.50021650055365,"155.515","0.623592857142876",2.447,"daily"
"35","HMK016",165,2000,"Cerorhinca monocerata",-0.782933212298348,2173,149.935,0.623592857142876,"predation","spp2",386,"Engraulis japonicus","Cerorhinca monocerata","predation",162.641,-1.50021650055365,"149.935","0.623592857142876",12.706,"daily"
"36","HMK016",165,2001,"Cerorhinca monocerata",-1.23462695580357,2174,156.489,0.623592857142876,"predation","spp2",387,"Engraulis japonicus","Cerorhinca monocerata","predation",145.798,-1.50021650055365,"156.489","0.623592857142876",-10.691,"daily"
"37","HMK016",165,2002,"Cerorhinca monocerata",1.6863206993088,2175,136.909,0.623592857142876,"predation","spp2",388,"Engraulis japonicus","Cerorhinca monocerata","predation",110.476,-1.50021650055365,"136.909","0.623592857142876",-26.433,"daily"
"38","HMK016",165,2005,"Cerorhinca monocerata",-0.421579196160684,2178,149.105,0.623592857142876,"predation","spp2",389,"Engraulis japonicus","Cerorhinca monocerata","predation",169.134,-1.50021650055365,"149.105","0.623592857142876",20.029,"daily"
"39","HMK019",170,1969,"Daphnia3 spp.",0.691997840580577,2224,160.305,-0.696012315376935,"herbivory","spp2",435,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",109.8085,-0.512477668855536,"160.305","-0.696012315376935",-50.4965,"daily"
"40","HMK019",170,1969,"Phytoplankton1 spp.",-0.808318658347959,435,109.8085,-0.512477668855536,"herbivory","spp1",435,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",109.8085,-0.512477668855536,"160.305","-0.696012315376935",-50.4965,"daily"
"41","HMK019",170,1970,"Phytoplankton1 spp.",-1.45384707775362,436,124.352,-0.512477668855536,"herbivory","spp1",436,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",124.352,-0.512477668855536,"153.324","-0.696012315376935",-28.972,"daily"
"42","HMK019",170,1970,"Daphnia3 spp.",-1.54403652787558,2225,153.324,-0.696012315376935,"herbivory","spp2",436,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",124.352,-0.512477668855536,"153.324","-0.696012315376935",-28.972,"daily"
"43","HMK019",170,1971,"Daphnia3 spp.",-1.08576348305292,2226,124.8365,-0.696012315376935,"herbivory","spp2",437,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.53485,-0.512477668855536,"124.8365","-0.696012315376935",-24.30165,"daily"
"44","HMK019",170,1971,"Phytoplankton1 spp.",0.271781945182123,437,100.53485,-0.512477668855536,"herbivory","spp1",437,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.53485,-0.512477668855536,"124.8365","-0.696012315376935",-24.30165,"daily"
"45","HMK019",170,1972,"Phytoplankton1 spp.",-0.0403101582244379,438,109.654,-0.512477668855536,"herbivory","spp1",438,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",109.654,-0.512477668855536,"140.054","-0.696012315376935",-30.4,"daily"
"46","HMK019",170,1972,"Daphnia3 spp.",0.32746873262767,2227,140.054,-0.696012315376935,"herbivory","spp2",438,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",109.654,-0.512477668855536,"140.054","-0.696012315376935",-30.4,"daily"
"47","HMK019",170,1973,"Phytoplankton1 spp.",0.0276544051403656,439,76.8018,-0.512477668855536,"herbivory","spp1",439,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",76.8018,-0.512477668855536,"137.4605","-0.696012315376935",-60.6587,"daily"
"48","HMK019",170,1973,"Daphnia3 spp.",-0.524368659937703,2228,137.4605,-0.696012315376935,"herbivory","spp2",439,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",76.8018,-0.512477668855536,"137.4605","-0.696012315376935",-60.6587,"daily"
"49","HMK019",170,1974,"Phytoplankton1 spp.",0.700079995528157,440,86.52195,-0.512477668855536,"herbivory","spp1",440,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",86.52195,-0.512477668855536,"134.959","-0.696012315376935",-48.43705,"daily"
"50","HMK019",170,1974,"Daphnia3 spp.",-0.41221381380408,2229,134.959,-0.696012315376935,"herbivory","spp2",440,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",86.52195,-0.512477668855536,"134.959","-0.696012315376935",-48.43705,"daily"
"51","HMK019",170,1975,"Phytoplankton1 spp.",1.2850416558127,441,98.84105,-0.512477668855536,"herbivory","spp1",441,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",98.84105,-0.512477668855536,"131.047","-0.696012315376935",-32.20595,"daily"
"52","HMK019",170,1975,"Daphnia3 spp.",0.560769059064394,2230,131.047,-0.696012315376935,"herbivory","spp2",441,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",98.84105,-0.512477668855536,"131.047","-0.696012315376935",-32.20595,"daily"
"53","HMK019",170,1976,"Daphnia3 spp.",0.373366052668071,2231,142.5315,-0.696012315376935,"herbivory","spp2",442,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",82.2223,-0.512477668855536,"142.5315","-0.696012315376935",-60.3092,"daily"
"54","HMK019",170,1976,"Phytoplankton1 spp.",-0.128218951306977,442,82.2223,-0.512477668855536,"herbivory","spp1",442,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",82.2223,-0.512477668855536,"142.5315","-0.696012315376935",-60.3092,"daily"
"55","HMK019",170,1977,"Daphnia3 spp.",-0.178290242815783,2232,134.2885,-0.696012315376935,"herbivory","spp2",443,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",94.9844,-0.512477668855536,"134.2885","-0.696012315376935",-39.3041,"daily"
"56","HMK019",170,1977,"Phytoplankton1 spp.",-0.58649137183561,443,94.9844,-0.512477668855536,"herbivory","spp1",443,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",94.9844,-0.512477668855536,"134.2885","-0.696012315376935",-39.3041,"daily"
"57","HMK019",170,1978,"Daphnia3 spp.",-0.711697407408732,2233,147.44,-0.696012315376935,"herbivory","spp2",444,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",107.708,-0.512477668855536,"147.44","-0.696012315376935",-39.732,"daily"
"58","HMK019",170,1978,"Phytoplankton1 spp.",-0.947026566875773,444,107.708,-0.512477668855536,"herbivory","spp1",444,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",107.708,-0.512477668855536,"147.44","-0.696012315376935",-39.732,"daily"
"59","HMK019",170,1979,"Phytoplankton1 spp.",-2.96776276940609,445,108.8071,-0.512477668855536,"herbivory","spp1",445,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",108.8071,-0.512477668855536,"141.25","-0.696012315376935",-32.4429,"daily"
"60","HMK019",170,1979,"Daphnia3 spp.",-1.26355526283267,2234,141.25,-0.696012315376935,"herbivory","spp2",445,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",108.8071,-0.512477668855536,"141.25","-0.696012315376935",-32.4429,"daily"
"61","HMK019",170,1980,"Phytoplankton1 spp.",-1.54058430621988,446,94.99155,-0.512477668855536,"herbivory","spp1",446,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",94.99155,-0.512477668855536,"125.4055","-0.696012315376935",-30.41395,"daily"
"62","HMK019",170,1980,"Daphnia3 spp.",-0.887545194608476,2235,125.4055,-0.696012315376935,"herbivory","spp2",446,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",94.99155,-0.512477668855536,"125.4055","-0.696012315376935",-30.41395,"daily"
"63","HMK019",170,1981,"Daphnia3 spp.",-0.393630517749354,2236,132.068,-0.696012315376935,"herbivory","spp2",447,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",98.415,-0.512477668855536,"132.068","-0.696012315376935",-33.653,"daily"
"64","HMK019",170,1981,"Phytoplankton1 spp.",-0.185631143752963,447,98.415,-0.512477668855536,"herbivory","spp1",447,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",98.415,-0.512477668855536,"132.068","-0.696012315376935",-33.653,"daily"
"65","HMK019",170,1982,"Daphnia3 spp.",0.00894302889415449,2237,123.4645,-0.696012315376935,"herbivory","spp2",448,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",102.1298,-0.512477668855536,"123.4645","-0.696012315376935",-21.3347,"daily"
"66","HMK019",170,1982,"Phytoplankton1 spp.",0.0761665748763439,448,102.1298,-0.512477668855536,"herbivory","spp1",448,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",102.1298,-0.512477668855536,"123.4645","-0.696012315376935",-21.3347,"daily"
"67","HMK019",170,1983,"Phytoplankton1 spp.",-0.548329864959515,449,100.1954,-0.512477668855536,"herbivory","spp1",449,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.1954,-0.512477668855536,"149.2905","-0.696012315376935",-49.0951,"daily"
"68","HMK019",170,1983,"Daphnia3 spp.",-0.0380177850406296,2238,149.2905,-0.696012315376935,"herbivory","spp2",449,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.1954,-0.512477668855536,"149.2905","-0.696012315376935",-49.0951,"daily"
"69","HMK019",170,1984,"Daphnia3 spp.",-1.70308588533212,2239,121.607,-0.696012315376935,"herbivory","spp2",450,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",104.29995,-0.512477668855536,"121.607","-0.696012315376935",-17.30705,"daily"
"70","HMK019",170,1984,"Phytoplankton1 spp.",-1.06381553299929,450,104.29995,-0.512477668855536,"herbivory","spp1",450,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",104.29995,-0.512477668855536,"121.607","-0.696012315376935",-17.30705,"daily"
"71","HMK019",170,1985,"Phytoplankton1 spp.",-1.15175472044688,451,101.50345,-0.512477668855536,"herbivory","spp1",451,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",101.50345,-0.512477668855536,"NA","NA",NA,"daily"
"72","HMK019",170,1986,"Daphnia3 spp.",-1.35713476922499,2240,143.5115,-0.696012315376935,"herbivory","spp2",452,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",79.49615,-0.512477668855536,"143.5115","-0.696012315376935",-64.01535,"daily"
"73","HMK019",170,1986,"Phytoplankton1 spp.",-1.64911982067162,452,79.49615,-0.512477668855536,"herbivory","spp1",452,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",79.49615,-0.512477668855536,"143.5115","-0.696012315376935",-64.01535,"daily"
"74","HMK019",170,1987,"Phytoplankton1 spp.",-1.26761251375038,453,100.87045,-0.512477668855536,"herbivory","spp1",453,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.87045,-0.512477668855536,"129.6225","-0.696012315376935",-28.75205,"daily"
"75","HMK019",170,1987,"Daphnia3 spp.",-2.09605616167248,2241,129.6225,-0.696012315376935,"herbivory","spp2",453,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.87045,-0.512477668855536,"129.6225","-0.696012315376935",-28.75205,"daily"
"76","HMK019",170,1988,"Phytoplankton1 spp.",-0.508383379918047,454,94.3999,-0.512477668855536,"herbivory","spp1",454,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",94.3999,-0.512477668855536,"129.632","-0.696012315376935",-35.2321,"daily"
"77","HMK019",170,1988,"Daphnia3 spp.",-0.487082723126885,2242,129.632,-0.696012315376935,"herbivory","spp2",454,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",94.3999,-0.512477668855536,"129.632","-0.696012315376935",-35.2321,"daily"
"78","HMK019",170,1989,"Phytoplankton1 spp.",0.0973459210645467,455,102.39595,-0.512477668855536,"herbivory","spp1",455,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",102.39595,-0.512477668855536,"155.9275","-0.696012315376935",-53.53155,"daily"
"79","HMK019",170,1989,"Daphnia3 spp.",0.0649395627744859,2243,155.9275,-0.696012315376935,"herbivory","spp2",455,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",102.39595,-0.512477668855536,"155.9275","-0.696012315376935",-53.53155,"daily"
"80","HMK019",170,1990,"Daphnia3 spp.",0.411288494552832,2244,123.2625,-0.696012315376935,"herbivory","spp2",456,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",76.9364,-0.512477668855536,"123.2625","-0.696012315376935",-46.3261,"daily"
"81","HMK019",170,1990,"Phytoplankton1 spp.",1.03180409562972,456,76.9364,-0.512477668855536,"herbivory","spp1",456,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",76.9364,-0.512477668855536,"123.2625","-0.696012315376935",-46.3261,"daily"
"82","HMK019",170,1991,"Daphnia3 spp.",1.0755319291997,2245,126.391,-0.696012315376935,"herbivory","spp2",457,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",73.9246,-0.512477668855536,"126.391","-0.696012315376935",-52.4664,"daily"
"83","HMK019",170,1991,"Phytoplankton1 spp.",0.621248065097704,457,73.9246,-0.512477668855536,"herbivory","spp1",457,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",73.9246,-0.512477668855536,"126.391","-0.696012315376935",-52.4664,"daily"
"84","HMK019",170,1992,"Phytoplankton1 spp.",0.301209216793912,458,93.1373,-0.512477668855536,"herbivory","spp1",458,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",93.1373,-0.512477668855536,"121.4005","-0.696012315376935",-28.2632,"daily"
"85","HMK019",170,1992,"Daphnia3 spp.",-0.187596477417758,2246,121.4005,-0.696012315376935,"herbivory","spp2",458,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",93.1373,-0.512477668855536,"121.4005","-0.696012315376935",-28.2632,"daily"
"86","HMK019",170,1993,"Phytoplankton1 spp.",0.661023236445281,459,67.89555,-0.512477668855536,"herbivory","spp1",459,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",67.89555,-0.512477668855536,"123.8035","-0.696012315376935",-55.90795,"daily"
"87","HMK019",170,1993,"Daphnia3 spp.",0.120954661386141,2247,123.8035,-0.696012315376935,"herbivory","spp2",459,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",67.89555,-0.512477668855536,"123.8035","-0.696012315376935",-55.90795,"daily"
"88","HMK019",170,1994,"Phytoplankton1 spp.",-0.0607324084106089,460,84.0984,-0.512477668855536,"herbivory","spp1",460,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",84.0984,-0.512477668855536,"125.1545","-0.696012315376935",-41.0561,"daily"
"89","HMK019",170,1994,"Daphnia3 spp.",0.570319287278047,2248,125.1545,-0.696012315376935,"herbivory","spp2",460,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",84.0984,-0.512477668855536,"125.1545","-0.696012315376935",-41.0561,"daily"
"90","HMK019",170,1995,"Phytoplankton1 spp.",-0.108073013530306,461,100.27695,-0.512477668855536,"herbivory","spp1",461,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.27695,-0.512477668855536,"131.477","-0.696012315376935",-31.20005,"daily"
"91","HMK019",170,1995,"Daphnia3 spp.",-0.196992883571874,2249,131.477,-0.696012315376935,"herbivory","spp2",461,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",100.27695,-0.512477668855536,"131.477","-0.696012315376935",-31.20005,"daily"
"92","HMK019",170,1996,"Phytoplankton1 spp.",-0.412190740798687,462,101.441,-0.512477668855536,"herbivory","spp1",462,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",101.441,-0.512477668855536,"139.5085","-0.696012315376935",-38.0675,"daily"
"93","HMK019",170,1996,"Daphnia3 spp.",0.261542719593792,2250,139.5085,-0.696012315376935,"herbivory","spp2",462,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",101.441,-0.512477668855536,"139.5085","-0.696012315376935",-38.0675,"daily"
"94","HMK019",170,1997,"Phytoplankton1 spp.",-0.155416381774098,463,73.538,-0.512477668855536,"herbivory","spp1",463,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",73.538,-0.512477668855536,"110.5725","-0.696012315376935",-37.0345,"daily"
"95","HMK019",170,1997,"Daphnia3 spp.",-1.6280498934274,2251,110.5725,-0.696012315376935,"herbivory","spp2",463,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",73.538,-0.512477668855536,"110.5725","-0.696012315376935",-37.0345,"daily"
"96","HMK019",170,1998,"Daphnia3 spp.",0.588740804959812,2252,136.25,-0.696012315376935,"herbivory","spp2",464,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",89.07065,-0.512477668855536,"136.25","-0.696012315376935",-47.17935,"daily"
"97","HMK019",170,1998,"Phytoplankton1 spp.",1.31443576993535,464,89.07065,-0.512477668855536,"herbivory","spp1",464,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",89.07065,-0.512477668855536,"136.25","-0.696012315376935",-47.17935,"daily"
"98","HMK019",170,1999,"Daphnia3 spp.",0.785736473241384,2253,133.19,-0.696012315376935,"herbivory","spp2",465,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",92.10455,-0.512477668855536,"133.19","-0.696012315376935",-41.08545,"daily"
"99","HMK019",170,1999,"Phytoplankton1 spp.",1.07017283681294,465,92.10455,-0.512477668855536,"herbivory","spp1",465,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",92.10455,-0.512477668855536,"133.19","-0.696012315376935",-41.08545,"daily"
"100","HMK019",170,2000,"Phytoplankton1 spp.",1.05143056607653,466,84.13685,-0.512477668855536,"herbivory","spp1",466,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",84.13685,-0.512477668855536,"121.22","-0.696012315376935",-37.08315,"daily"
"101","HMK019",170,2000,"Daphnia3 spp.",1.20660688865634,2254,121.22,-0.696012315376935,"herbivory","spp2",466,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",84.13685,-0.512477668855536,"121.22","-0.696012315376935",-37.08315,"daily"
"102","HMK019",170,2001,"Phytoplankton1 spp.",0.152934451607829,467,96.441,-0.512477668855536,"herbivory","spp1",467,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",96.441,-0.512477668855536,"132.4685","-0.696012315376935",-36.0275,"daily"
"103","HMK019",170,2001,"Daphnia3 spp.",0.972068029429899,2255,132.4685,-0.696012315376935,"herbivory","spp2",467,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",96.441,-0.512477668855536,"132.4685","-0.696012315376935",-36.0275,"daily"
"104","HMK019",170,2002,"Daphnia3 spp.",-0.562291101822464,2256,113.75,-0.696012315376935,"herbivory","spp2",468,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",86.2943,-0.512477668855536,"113.75","-0.696012315376935",-27.4557,"daily"
"105","HMK019",170,2002,"Phytoplankton1 spp.",0.487858249411405,468,86.2943,-0.512477668855536,"herbivory","spp1",468,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",86.2943,-0.512477668855536,"113.75","-0.696012315376935",-27.4557,"daily"
"106","HMK019",170,2003,"Phytoplankton1 spp.",1.51892076858609,469,85.219,-0.512477668855536,"herbivory","spp1",469,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",85.219,-0.512477668855536,"100.91875","-0.696012315376935",-15.69975,"daily"
"107","HMK019",170,2003,"Daphnia3 spp.",1.28127954224802,2257,100.91875,-0.696012315376935,"herbivory","spp2",469,"Phytoplankton1 spp.","Daphnia3 spp.","herbivory",85.219,-0.512477668855536,"100.91875","-0.696012315376935",-15.69975,"daily"
