"","studyid","year","envvalue","z","X","species","phenovalue","slope","intid","int_type","spp"
"61","HMK018",1994,-7.75,-2.47232670123114,411,"Pygoscelis adeliae",311,0.276960784313682,167,"competition","spp1"
"62","HMK018",1994,-7.75,-2.47232670123114,2461,"Pygoscelis papua",321,0.186274509803873,168,"competition","spp2"
"63","HMK018",1994,-7.75,-2.47232670123114,2478,"Pygoscelis papua",321,0.186274509803873,169,"competition","spp2"
"64","HMK018",1994,-7.75,-2.47232670123114,394,"Pygoscelis adeliae",311,0.276960784313682,168,"competition","spp1"
"65","HMK018",1995,-2.85,0.678746875302432,395,"Pygoscelis adeliae",303,0.276960784313682,168,"competition","spp1"
"66","HMK018",1995,-2.85,0.678746875302432,2479,"Pygoscelis papua",304,0.186274509803873,169,"competition","spp2"
"67","HMK018",1995,-2.85,0.678746875302432,2462,"Pygoscelis papua",304,0.186274509803873,168,"competition","spp2"
"68","HMK018",1995,-2.85,0.678746875302432,412,"Pygoscelis adeliae",303,0.276960784313682,167,"competition","spp1"
"69","HMK018",1996,-2.9,0.646593063296987,2463,"Pygoscelis papua",309,0.186274509803873,168,"competition","spp2"
"70","HMK018",1996,-2.9,0.646593063296987,396,"Pygoscelis adeliae",303,0.276960784313682,168,"competition","spp1"
"71","HMK018",1996,-2.9,0.646593063296987,2480,"Pygoscelis papua",309,0.186274509803873,169,"competition","spp2"
"72","HMK018",1996,-2.9,0.646593063296987,413,"Pygoscelis adeliae",303,0.276960784313682,167,"competition","spp1"
"73","HMK018",1997,-3.4,0.325054943242541,425,"Pygoscelis antarcticus",329,-0.321212121212127,169,"competition","spp1"
"74","HMK018",1997,-3.4,0.325054943242541,2481,"Pygoscelis papua",308,0.186274509803873,169,"competition","spp2"
"75","HMK018",1997,-3.4,0.325054943242541,2464,"Pygoscelis papua",308,0.186274509803873,168,"competition","spp2"
"76","HMK018",1997,-3.4,0.325054943242541,397,"Pygoscelis adeliae",303,0.276960784313682,168,"competition","spp1"
"77","HMK018",1997,-3.4,0.325054943242541,2492,"Pygoscelis antarcticus",329,-0.321212121212127,167,"competition","spp2"
"78","HMK018",1997,-3.4,0.325054943242541,414,"Pygoscelis adeliae",303,0.276960784313682,167,"competition","spp1"
"79","HMK018",1998,-2.8,0.710900687307877,2482,"Pygoscelis papua",316,0.186274509803873,169,"competition","spp2"
"80","HMK018",1998,-2.8,0.710900687307877,2465,"Pygoscelis papua",316,0.186274509803873,168,"competition","spp2"
"81","HMK018",1998,-2.8,0.710900687307877,398,"Pygoscelis adeliae",303,0.276960784313682,168,"competition","spp1"
"82","HMK018",1998,-2.8,0.710900687307877,426,"Pygoscelis antarcticus",325,-0.321212121212127,169,"competition","spp1"
"83","HMK018",1998,-2.8,0.710900687307877,2493,"Pygoscelis antarcticus",325,-0.321212121212127,167,"competition","spp2"
"84","HMK018",1998,-2.8,0.710900687307877,415,"Pygoscelis adeliae",303,0.276960784313682,167,"competition","spp1"
"85","HMK018",1999,-2.8,0.710900687307877,416,"Pygoscelis adeliae",305,0.276960784313682,167,"competition","spp1"
"86","HMK018",1999,-2.8,0.710900687307877,427,"Pygoscelis antarcticus",324,-0.321212121212127,169,"competition","spp1"
"87","HMK018",1999,-2.8,0.710900687307877,2483,"Pygoscelis papua",314.5,0.186274509803873,169,"competition","spp2"
"88","HMK018",1999,-2.8,0.710900687307877,2466,"Pygoscelis papua",314.5,0.186274509803873,168,"competition","spp2"
"89","HMK018",1999,-2.8,0.710900687307877,2494,"Pygoscelis antarcticus",324,-0.321212121212127,167,"competition","spp2"
"90","HMK018",1999,-2.8,0.710900687307877,399,"Pygoscelis adeliae",305,0.276960784313682,168,"competition","spp1"
"91","HMK018",2000,-1.9,1.28966930340588,2495,"Pygoscelis antarcticus",325,-0.321212121212127,167,"competition","spp2"
"92","HMK018",2000,-1.9,1.28966930340588,428,"Pygoscelis antarcticus",325,-0.321212121212127,169,"competition","spp1"
"93","HMK018",2000,-1.9,1.28966930340588,2467,"Pygoscelis papua",314.5,0.186274509803873,168,"competition","spp2"
"94","HMK018",2000,-1.9,1.28966930340588,400,"Pygoscelis adeliae",304,0.276960784313682,168,"competition","spp1"
"95","HMK018",2000,-1.9,1.28966930340588,2484,"Pygoscelis papua",314.5,0.186274509803873,169,"competition","spp2"
"96","HMK018",2000,-1.9,1.28966930340588,417,"Pygoscelis adeliae",304,0.276960784313682,167,"competition","spp1"
"97","HMK018",2001,-2.1,1.1610540553841,401,"Pygoscelis adeliae",300,0.276960784313682,168,"competition","spp1"
"98","HMK018",2001,-2.1,1.1610540553841,2485,"Pygoscelis papua",306,0.186274509803873,169,"competition","spp2"
"99","HMK018",2001,-2.1,1.1610540553841,429,"Pygoscelis antarcticus",324,-0.321212121212127,169,"competition","spp1"
"100","HMK018",2001,-2.1,1.1610540553841,2496,"Pygoscelis antarcticus",324,-0.321212121212127,167,"competition","spp2"
"101","HMK018",2001,-2.1,1.1610540553841,2468,"Pygoscelis papua",306,0.186274509803873,168,"competition","spp2"
"102","HMK018",2001,-2.1,1.1610540553841,418,"Pygoscelis adeliae",300,0.276960784313682,167,"competition","spp1"
"103","HMK018",2002,-5.35,-0.928943724969798,402,"Pygoscelis adeliae",308,0.276960784313682,168,"competition","spp1"
"104","HMK018",2002,-5.35,-0.928943724969798,430,"Pygoscelis antarcticus",329,-0.321212121212127,169,"competition","spp1"
"105","HMK018",2002,-5.35,-0.928943724969798,2486,"Pygoscelis papua",323.5,0.186274509803873,169,"competition","spp2"
"106","HMK018",2002,-5.35,-0.928943724969798,419,"Pygoscelis adeliae",308,0.276960784313682,167,"competition","spp1"
"107","HMK018",2002,-5.35,-0.928943724969798,2469,"Pygoscelis papua",323.5,0.186274509803873,168,"competition","spp2"
"108","HMK018",2002,-5.35,-0.928943724969798,2497,"Pygoscelis antarcticus",329,-0.321212121212127,167,"competition","spp2"
"109","HMK018",2003,-3.3,0.389362567253431,2470,"Pygoscelis papua",317.5,0.186274509803873,168,"competition","spp2"
"110","HMK018",2003,-3.3,0.389362567253431,2487,"Pygoscelis papua",317.5,0.186274509803873,169,"competition","spp2"
"111","HMK018",2003,-3.3,0.389362567253431,420,"Pygoscelis adeliae",304,0.276960784313682,167,"competition","spp1"
"112","HMK018",2003,-3.3,0.389362567253431,431,"Pygoscelis antarcticus",326,-0.321212121212127,169,"competition","spp1"
"113","HMK018",2003,-3.3,0.389362567253431,403,"Pygoscelis adeliae",304,0.276960784313682,168,"competition","spp1"
"114","HMK018",2003,-3.3,0.389362567253431,2498,"Pygoscelis antarcticus",326,-0.321212121212127,167,"competition","spp2"
"115","HMK018",2004,-4.65,-0.478790356893574,432,"Pygoscelis antarcticus",329,-0.321212121212127,169,"competition","spp1"
"116","HMK018",2004,-4.65,-0.478790356893574,2488,"Pygoscelis papua",316,0.186274509803873,169,"competition","spp2"
"117","HMK018",2004,-4.65,-0.478790356893574,421,"Pygoscelis adeliae",302,0.276960784313682,167,"competition","spp1"
"118","HMK018",2004,-4.65,-0.478790356893574,2471,"Pygoscelis papua",316,0.186274509803873,168,"competition","spp2"
"119","HMK018",2004,-4.65,-0.478790356893574,2499,"Pygoscelis antarcticus",329,-0.321212121212127,167,"competition","spp2"
"120","HMK018",2004,-4.65,-0.478790356893574,404,"Pygoscelis adeliae",302,0.276960784313682,168,"competition","spp1"
"121","HMK018",2005,-2.25,1.06459261936777,422,"Pygoscelis adeliae",309.5,0.276960784313682,167,"competition","spp1"
"122","HMK018",2005,-2.25,1.06459261936777,2472,"Pygoscelis papua",313.5,0.186274509803873,168,"competition","spp2"
"123","HMK018",2005,-2.25,1.06459261936777,2489,"Pygoscelis papua",313.5,0.186274509803873,169,"competition","spp2"
"124","HMK018",2005,-2.25,1.06459261936777,433,"Pygoscelis antarcticus",323,-0.321212121212127,169,"competition","spp1"
"125","HMK018",2005,-2.25,1.06459261936777,2500,"Pygoscelis antarcticus",323,-0.321212121212127,167,"competition","spp2"
"126","HMK018",2005,-2.25,1.06459261936777,405,"Pygoscelis adeliae",309.5,0.276960784313682,168,"competition","spp1"
"127","HMK018",2006,-1.7,1.41828455142766,2490,"Pygoscelis papua",308,0.186274509803873,169,"competition","spp2"
"128","HMK018",2006,-1.7,1.41828455142766,423,"Pygoscelis adeliae",310,0.276960784313682,167,"competition","spp1"
"129","HMK018",2006,-1.7,1.41828455142766,2473,"Pygoscelis papua",308,0.186274509803873,168,"competition","spp2"
"130","HMK018",2006,-1.7,1.41828455142766,2501,"Pygoscelis antarcticus",321,-0.321212121212127,167,"competition","spp2"
"131","HMK018",2006,-1.7,1.41828455142766,434,"Pygoscelis antarcticus",321,-0.321212121212127,169,"competition","spp1"
"132","HMK018",2006,-1.7,1.41828455142766,406,"Pygoscelis adeliae",310,0.276960784313682,168,"competition","spp1"
"133","HMK018",2007,-4.5,-0.38232892087724,2491,"Pygoscelis papua",324,0.186274509803873,169,"competition","spp2"
"134","HMK018",2007,-4.5,-0.38232892087724,2474,"Pygoscelis papua",324,0.186274509803873,168,"competition","spp2"
"135","HMK018",2007,-4.5,-0.38232892087724,424,"Pygoscelis adeliae",318,0.276960784313682,167,"competition","spp1"
"136","HMK018",2007,-4.5,-0.38232892087724,407,"Pygoscelis adeliae",318,0.276960784313682,168,"competition","spp1"
"137","HMK023",1999,4.926666667,0.0543110845483733,517,"Bombus spp.",115.5,0.364835164835172,175,"pollination","spp1"
"138","HMK023",1999,4.926666667,0.0543110845483733,2583,"Corydalis ambigua",113,0.721978021978037,175,"pollination","spp2"
"139","HMK023",2000,5.186666667,0.364424374822511,518,"Bombus spp.",121,0.364835164835172,175,"pollination","spp1"
"140","HMK023",2000,5.186666667,0.364424374822511,2584,"Corydalis ambigua",121,0.721978021978037,175,"pollination","spp2"
"141","HMK023",2001,5.353333333,0.5632149447159,519,"Bombus spp.",116,0.364835164835172,175,"pollination","spp1"
"142","HMK023",2001,5.353333333,0.5632149447159,2585,"Corydalis ambigua",116,0.721978021978037,175,"pollination","spp2"
"143","HMK023",2002,6.546666667,1.98655543164108,520,"Bombus spp.",111,0.364835164835172,175,"pollination","spp1"
"144","HMK023",2002,6.546666667,1.98655543164108,2586,"Corydalis ambigua",104,0.721978021978037,175,"pollination","spp2"
"145","HMK023",2003,5.166666667,0.340569506339886,2587,"Corydalis ambigua",111,0.721978021978037,175,"pollination","spp2"
"146","HMK023",2003,5.166666667,0.340569506339886,521,"Bombus spp.",115,0.364835164835172,175,"pollination","spp1"
"147","HMK023",2004,4.87,-0.0132777098833149,2588,"Corydalis ambigua",111,0.721978021978037,175,"pollination","spp2"
"148","HMK023",2004,4.87,-0.0132777098833149,522,"Bombus spp.",116,0.364835164835172,175,"pollination","spp1"
"149","HMK023",2005,4.563333333,-0.379052360347829,523,"Bombus spp.",121,0.364835164835172,175,"pollination","spp1"
"150","HMK023",2005,4.563333333,-0.379052360347829,2589,"Corydalis ambigua",118,0.721978021978037,175,"pollination","spp2"
"151","HMK023",2006,4.18,-0.836270672533914,2590,"Corydalis ambigua",117,0.721978021978037,175,"pollination","spp2"
"152","HMK023",2006,4.18,-0.836270672533914,524,"Bombus spp.",120.5,0.364835164835172,175,"pollination","spp1"
"153","HMK023",2007,4.836666667,-0.0530358236234436,525,"Bombus spp.",115,0.364835164835172,175,"pollination","spp1"
"154","HMK023",2007,4.836666667,-0.0530358236234436,2591,"Corydalis ambigua",115,0.721978021978037,175,"pollination","spp2"
"155","HMK023",2008,5.94,1.26295775393718,526,"Bombus spp.",114,0.364835164835172,175,"pollination","spp1"
"156","HMK023",2008,5.94,1.26295775393718,2592,"Corydalis ambigua",109,0.721978021978037,175,"pollination","spp2"
"157","HMK023",2009,5.766666667,1.05621556081867,2593,"Corydalis ambigua",117,0.721978021978037,175,"pollination","spp2"
"158","HMK023",2009,5.766666667,1.05621556081867,527,"Bombus spp.",116.5,0.364835164835172,175,"pollination","spp1"
"159","HMK023",2010,4.056666667,-0.983375694445859,2594,"Corydalis ambigua",125,0.721978021978037,175,"pollination","spp2"
"160","HMK023",2010,4.056666667,-0.983375694445859,528,"Bombus spp.",116,0.364835164835172,175,"pollination","spp1"
"161","HMK023",2011,4.95,0.0821417640471893,2595,"Corydalis ambigua",124.5,0.721978021978037,175,"pollination","spp2"
"162","HMK023",2011,4.95,0.0821417640471893,529,"Bombus spp.",124.5,0.364835164835172,175,"pollination","spp1"
"163","HMK023",2012,4.48,-0.478447645294522,530,"Bombus spp.",123,0.364835164835172,175,"pollination","spp1"
"164","HMK023",2012,4.48,-0.478447645294522,2596,"Corydalis ambigua",122,0.721978021978037,175,"pollination","spp2"
"165","HMK028",1961,782.853,2.01257063659624,2722,"Parus2 major",112.7814,-0.264192645698434,180,"predation","spp2"
"166","HMK028",1961,782.853,2.01257063659624,659,"Operophtera brumata",140.5084,-0.356399997454411,180,"predation","spp1"
"167","HMK028",1962,522.991,-1.61552837848345,2723,"Parus2 major",123.9555,-0.264192645698434,180,"predation","spp2"
"168","HMK028",1962,522.991,-1.61552837848345,660,"Operophtera brumata",165.6977,-0.356399997454411,180,"predation","spp1"
"169","HMK028",1963,622.379,-0.227909161704002,2724,"Parus2 major",119.9474,-0.264192645698434,180,"predation","spp2"
"170","HMK028",1963,622.379,-0.227909161704002,661,"Operophtera brumata",159.5276,-0.356399997454411,180,"predation","spp1"
"171","HMK028",1964,519.012,-1.67108173365274,662,"Operophtera brumata",201.3834,-0.356399997454411,180,"predation","spp1"
"172","HMK028",1964,519.012,-1.67108173365274,2725,"Parus2 major",125.8057,-0.264192645698434,180,"predation","spp2"
"173","HMK028",1965,644.975,0.0875679967290924,2726,"Parus2 major",121.0405,-0.264192645698434,180,"predation","spp2"
"174","HMK028",1965,644.975,0.0875679967290924,663,"Operophtera brumata",149.6574,-0.356399997454411,180,"predation","spp1"
"175","HMK028",1966,579.995,-0.819659200782966,2727,"Parus2 major",125.8988,-0.264192645698434,180,"predation","spp2"
"176","HMK028",1966,579.995,-0.819659200782966,664,"Operophtera brumata",155.5865,-0.356399997454411,180,"predation","spp1"
"177","HMK028",1967,630.172,-0.119106121534542,665,"Operophtera brumata",157.5645,-0.356399997454411,180,"predation","spp1"
"178","HMK028",1967,630.172,-0.119106121534542,2728,"Parus2 major",120.3117,-0.264192645698434,180,"predation","spp2"
"179","HMK028",1968,646.883,0.114206800866566,2729,"Parus2 major",122.6478,-0.264192645698434,180,"predation","spp2"
"180","HMK028",1968,646.883,0.114206800866566,666,"Operophtera brumata",159.4319,-0.356399997454411,180,"predation","spp1"
"181","HMK028",1969,549.421,-1.24652230230241,667,"Operophtera brumata",159.4228,-0.356399997454411,180,"predation","spp1"
"182","HMK028",1969,549.421,-1.24652230230241,2730,"Parus2 major",126.0202,-0.264192645698434,180,"predation","spp2"
"183","HMK028",1970,519.872,-1.65907472549853,2731,"Parus2 major",126.5061,-0.264192645698434,180,"predation","spp2"
"184","HMK028",1970,519.872,-1.65907472549853,668,"Operophtera brumata",156.5864,-0.356399997454411,180,"predation","spp1"
"185","HMK028",1971,573.989,-0.903512794938974,669,"Operophtera brumata",156.5891,-0.356399997454411,180,"predation","spp1"
"186","HMK028",1971,573.989,-0.903512794938974,2732,"Parus2 major",125.0486,-0.264192645698434,180,"predation","spp2"
"187","HMK028",1972,672.393,0.470368170650078,2733,"Parus2 major",120.0972,-0.264192645698434,180,"predation","spp2"
"188","HMK028",1973,626.112,-0.175790369332311,2734,"Parus2 major",122.7409,-0.264192645698434,180,"predation","spp2"
"189","HMK028",1974,618.216,-0.286031458152797,2735,"Parus2 major",123.3482,-0.264192645698434,180,"predation","spp2"
"190","HMK028",1975,545.361,-1.30320655010018,2736,"Parus2 major",123.4696,-0.264192645698434,180,"predation","spp2"
"191","HMK028",1975,545.361,-1.30320655010018,670,"Operophtera brumata",159.5639,-0.356399997454411,180,"predation","spp1"
"192","HMK028",1976,609.318,-0.410262107636674,2737,"Parus2 major",122.2834,-0.264192645698434,180,"predation","spp2"
"193","HMK028",1977,609.296,-0.410569263659222,2738,"Parus2 major",123.9555,-0.264192645698434,180,"predation","spp2"
"194","HMK028",1978,592.545,-0.644440651555876,2739,"Parus2 major",125.8988,-0.264192645698434,180,"predation","spp2"
"195","HMK028",1979,565.951,-1.01573643626864,2740,"Parus2 major",126.6275,-0.264192645698434,180,"predation","spp2"
"196","HMK028",1980,619.079,-0.273982565086425,2741,"Parus2 major",116.8178,-0.264192645698434,180,"predation","spp2"
"197","HMK028",1981,649.572,0.151749643804545,2742,"Parus2 major",119.583,-0.264192645698434,180,"predation","spp2"
"198","HMK028",1982,660.375,0.302577212513729,2743,"Parus2 major",118.9757,-0.264192645698434,180,"predation","spp2"
"199","HMK028",1983,599.332,-0.549683018599361,2744,"Parus2 major",120.5547,-0.264192645698434,180,"predation","spp2"
"200","HMK028",1983,599.332,-0.549683018599361,671,"Operophtera brumata",162.9218,-0.356399997454411,180,"predation","spp1"
"201","HMK028",1984,606.181,-0.454059764124751,672,"Operophtera brumata",162.5678,-0.356399997454411,180,"predation","spp1"
"202","HMK028",1984,606.181,-0.454059764124751,2745,"Parus2 major",129.9352,-0.264192645698434,180,"predation","spp2"
"203","HMK028",1985,520.53,-1.64988796809682,673,"Operophtera brumata",157.7434,-0.356399997454411,180,"predation","spp1"
"204","HMK028",1985,520.53,-1.64988796809682,2746,"Parus2 major",116.9109,-0.264192645698434,180,"predation","spp2"
"205","HMK028",1986,611.06,-0.385940935305711,674,"Operophtera brumata",165.6478,-0.356399997454411,180,"predation","spp1"
"206","HMK028",1986,611.06,-0.385940935305711,2747,"Parus2 major",130.1498,-0.264192645698434,180,"predation","spp2"
"207","HMK028",1987,632.693,-0.0839088336778502,675,"Operophtera brumata",152.688,-0.356399997454411,180,"predation","spp1"
"208","HMK028",1987,632.693,-0.0839088336778502,2748,"Parus2 major",113.6316,-0.264192645698434,180,"predation","spp2"
"209","HMK028",1988,643.5,0.0669745815808883,676,"Operophtera brumata",153.6916,-0.356399997454411,180,"predation","spp1"
"210","HMK028",1988,643.5,0.0669745815808883,2749,"Parus2 major",124.7126,-0.264192645698434,180,"predation","spp2"
"211","HMK028",1989,719.268,1.1248199232413,2750,"Parus2 major",114.1174,-0.264192645698434,180,"predation","spp2"
"212","HMK028",1990,665.113,0.368727450460977,2751,"Parus2 major",108.166,-0.264192645698434,180,"predation","spp2"
"213","HMK028",1991,670.997,0.450877724855573,2752,"Parus2 major",115.9393,-0.264192645698434,180,"predation","spp2"
"214","HMK028",1992,655.23,0.230744588149316,2753,"Parus2 major",116.9393,-0.264192645698434,180,"predation","spp2"
"215","HMK028",1993,639.463,0.010611451443058,677,"Operophtera brumata",150.3609,-0.356399997454411,180,"predation","spp1"
"216","HMK028",1993,639.463,0.010611451443058,2754,"Parus2 major",112.5385,-0.264192645698434,180,"predation","spp2"
"217","HMK028",1994,693.573,0.766075650540895,678,"Operophtera brumata",152.339,-0.356399997454411,180,"predation","spp1"
"218","HMK028",1994,693.573,0.766075650540895,2755,"Parus2 major",118.6113,-0.264192645698434,180,"predation","spp2"
"219","HMK028",1995,592.176,-0.649592495752273,679,"Operophtera brumata",145.3051,-0.356399997454411,180,"predation","spp1"
"220","HMK028",1995,592.176,-0.649592495752273,2756,"Parus2 major",109.9879,-0.264192645698434,180,"predation","spp2"
"221","HMK028",1996,769.32,1.82362779781615,680,"Operophtera brumata",163.3453,-0.356399997454411,180,"predation","spp1"
"222","HMK028",1996,769.32,1.82362779781615,2757,"Parus2 major",121.4332,-0.264192645698434,180,"predation","spp2"
"223","HMK028",1997,654.144,0.215582249945283,681,"Operophtera brumata",142.348,-0.356399997454411,180,"predation","spp1"
"224","HMK028",1997,654.144,0.215582249945283,2758,"Parus2 major",104.5223,-0.264192645698434,180,"predation","spp2"
"225","HMK028",1998,705.305,0.9298735803841,2759,"Parus2 major",116.9109,-0.264192645698434,180,"predation","spp2"
"226","HMK028",1998,705.305,0.9298735803841,682,"Operophtera brumata",147.2886,-0.356399997454411,180,"predation","spp1"
"227","HMK028",1999,652.133,0.187505397156783,2760,"Parus2 major",114.1174,-0.264192645698434,180,"predation","spp2"
"228","HMK028",1999,652.133,0.187505397156783,683,"Operophtera brumata",145.1934,-0.356399997454411,180,"predation","spp1"
