34,HMK002,"Cape Cod, MA, US",1996,consumer,NA,NA,2,larval emergence,field,3,day,NA,22,,Lymantria,dispar,Quercus,velutina,timing of egg hatch,doy,148,NA,NA,35,fecundity,eggs/female,female,-0.280511297,304.402,SE,28.748,3,ambient; relative to velutina,,
35,HMK003,"Kyoto, Japan",1999,consumer,NA,NA,2,oviposition,field,1,day,NA,6.5,,Asphondylia,aucubae,Aucuba,japonica,timing of oviposition,day,160.5,NA,NA,5,oviposition success,percentage,female,NA,0.126338,NA,3,C,median fitness and phenoday across scrubs; treatchange relative to crack in the endocarp of area >10% (june 3)*** using dates from 1999 not 2000,3,median across shrubs; treatchange relative to crack in the endocarp of area >10% (june 3); using dates from 1999 not 2000
36,HMK003,"Kyoto, Japan",1999,consumer,NA,NA,2,oviposition,field,2,day,NA,10.5,,Asphondylia,aucubae,Aucuba,japonica,timing of oviposition,day,164.5,NA,NA,5,oviposition success,percentage,female,NA,0.171643,NA,3,D,median fitness and phenoday across scrubs; treatchange relative to crack in the endocarp of area >10% (june 3)*** using dates from 1999 not 2001,3,median across shrubs; treatchange relative to crack in the endocarp of area >10% (june 3); using dates from 1999 not 2000
37,HMK003,"Kyoto, Japan",1999,consumer,NA,NA,2,oviposition,field,3,day,NA,13.5,,Asphondylia,aucubae,Aucuba,japonica,timing of oviposition,day,167.5,NA,NA,5,oviposition success,percentage,female,NA,0.211177333,NA,3,F,median fitness and phenoday across scrubs; treatchange relative to crack in the endocarp of area >10% (june 3)*** using dates from 1999 not 2002,3,median across shrubs; treatchange relative to crack in the endocarp of area >10% (june 3); using dates from 1999 not 2000
38,HMK003,"Kyoto, Japan",1999,consumer,NA,NA,2,oviposition,field,4,day,NA,17.5,,Asphondylia,aucubae,Aucuba,japonica,timing of oviposition,day,171.5,NA,NA,5,oviposition success,percentage,female,NA,0.17475475,NA,3,D,median fitness and phenoday across scrubs; treatchange relative to crack in the endocarp of area >10% (june 3)*** using dates from 1999 not 2003,3,median across shrubs; treatchange relative to crack in the endocarp of area >10% (june 3); using dates from 1999 not 2000
39,HMK003,"Kyoto, Japan",1999,consumer,NA,NA,2,oviposition,field,5,day,NA,21.5,,Asphondylia,aucubae,Aucuba,japonica,timing of oviposition,day,175.5,NA,NA,5,oviposition success,percentage,female,NA,0.123460667,NA,3,D,median fitness and phenoday across scrubs; treatchange relative to crack in the endocarp of area >10% (june 3)*** using dates from 1999 not 2004,3,median across shrubs; treatchange relative to crack in the endocarp of area >10% (june 3); using dates from 1999 not 2000
45,HMK003,"Kyoto, Japan",1999,consumer,NA,NA,2,oviposition,field,NA,day,NA,NA,,Aucuba,japonica,NA,NA,timing of oviposition,doy,154,NA,NA,5,oviposition success,percentage,female,NA,NA,NA,NA,NA,crack in the endocarp of area >10%,,
46,HMK005,"Kunnasenvaara, Finland",1994,consumer,NA,NA,2,egg hatch,field,NA,day,NA,NA,,Betula,pubescens,NA,NA,leaf flush,doy,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,
47,HMK005,"Mustaseika, Finland",1994,consumer,NA,NA,2,egg hatch,field,NA,day,NA,NA,,Betula,pubescens,NA,NA,leaf flush,doy,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,
48,HMK005,"Kunnasenvaara, Finland",1994,consumer,NA,NA,2,egg hatch,field,1,day,NA,0,,Epirrita,autumnata,Betula,pubescens,timing of egg hatch,doy,141,NA,NA,15,pupal mass,mg,adjusted,NA,70.727,SE,3.8938,2,"synchronized, not manipulated; treatchange relative to budburst; assuming the same budburstat both sites and that 0-0.6 stage of budburst(out of 1) is still budburst",,
49,HMK005,"Kunnasenvaara, Finland",1994,consumer,NA,NA,2,egg hatch,field,2,day,NA,15,,Epirrita,autumnata,Betula,pubescens,timing of egg hatch,doy,156,NA,NA,12,pupal mass,mg,adjusted,NA,53.1836,SE,2.8319,2,treatchange relative to budburst; assuming the same budburstat both sites and that 0-0.6 stage of budburst(out of 1) is still budburst,,
50,HMK005,"Mustaseika, Finland",1994,consumer,NA,NA,2,egg hatch,field,1,day,NA,0,,Epirrita,autumnata,Betula,pubescens,timing of egg hatch,doy,141,NA,NA,15,pupal mass,mg,adjusted,-0.248043887,65.2885,SE,2.0611,2,"synchronized, not manipulated; treatchange relative to budburst; assuming the same budburstat both sites and that 0-0.6 stage of budburst(out of 1) is still budburst",,
51,HMK005,"Mustaseika, Finland",1994,consumer,NA,NA,2,egg hatch,field,2,day,NA,15,,Epirrita,autumnata,Betula,pubescens,timing of egg hatch,doy,156,NA,NA,9,pupal mass,mg,adjusted,-0.218041462,51.0529,SE,1.0311,2,treatchange relative to budburst; assuming the same budburstat both sites and that 0-0.6 stage of budburst(out of 1) is still budburst,,
52,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,NA,,Anemone,truffolia,NA,NA,first density,doy,210.227,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,"no peak density, just plateau",,
53,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,NA,,Anemone,truffolia,NA,NA,peak density,doy,251.591,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,"no peak density, just plateau"
54,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Anemone,truffolia,NA,NA,first density,doy,211.133,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,"no peak density, just plateau"
55,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Anemone,truffolia,NA,NA,peak density,doy,235.844,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,"no peak density, just plateau"
56,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,NA,,Anemone,truffolia,NA,NA,end density,doy,288.182,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
57,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,NA,,Gentiana,formosa,NA,NA,first density,doy,253.636,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
58,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,NA,,Gentiana,formosa,NA,NA,peak density,doy,274.091,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
59,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,NA,,Gentiana,formosa,NA,NA,end density,doy,289.545,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
60,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,-29.697,,Melanchra,pisi,Anemone,truffolia,first density,doy,239.924,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
61,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,11.667,,Melanchra,pisi,Anemone,truffolia,peak density,doy,254.89,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
62,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,0,C,0,13.462,,Melanchra,pisi,Anemone,truffolia,end density,doy,274.72,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
63,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Anemone,truffolia,NA,NA,end density,doy,284.131,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
64,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Gentiana,formosa,NA,NA,first density,doy,251.259,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
65,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Gentiana,formosa,NA,NA,peak density,doy,266.222,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
66,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Gentiana,formosa,NA,NA,end density,doy,282.317,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
67,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,-33.69,,Melanchra,pisi,Anemone,truffolia,first density,doy,244.823,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
68,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,-33.946,,Melanchra,pisi,Anemone,truffolia,peak density,doy,269.79,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
69,HMK014,"Hongyuan County, Sichuan Province, China",2008,temperature,NA,2,NA,NA,field,1,C,1.5,-1.849,,Melanchra,pisi,Anemone,truffolia,end density,doy,285.98,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
70,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,NA,,Anemone,truffolia,NA,NA,first density,doy,211.223,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,"no peak density, just plateau"
71,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,NA,,Anemone,truffolia,NA,NA,peak density,doy,241.66,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,"no peak density, just plateau"
72,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,NA,,Anemone,truffolia,NA,NA,end density,doy,292.405,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
73,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,NA,,Gentiana,formosa,NA,NA,first density,doy,241.754,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
74,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,NA,,Gentiana,formosa,NA,NA,peak density,doy,255.526,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
75,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,NA,,Gentiana,formosa,NA,NA,end density,doy,284.003,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
76,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,-9.539,,Melanchra,pisi,Anemone,truffolia,first density,doy,220.762,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
77,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,8.811,,Melanchra,pisi,Anemone,truffolia,peak density,doy,232.849,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
78,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,0,C,0,43.832,,Melanchra,pisi,Anemone,truffolia,end density,doy,248.573,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,treatchangeday- plant-herb
79,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Anemone,truffolia,NA,NA,first density,doy,211.214,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
80,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Anemone,truffolia,NA,NA,peak density,doy,234.954,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
81,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Anemone,truffolia,NA,NA,end density,doy,286.178,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
82,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Gentiana,formosa,NA,NA,first density,doy,235.05,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
83,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Gentiana,formosa,NA,NA,peak density,doy,248.93,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
84,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,NA,,Gentiana,formosa,NA,NA,end density,doy,274.176,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
85,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,-21.747,,Melanchra,pisi,Anemone,truffolia,first density,doy,232.961,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
86,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,-11.441,,Melanchra,pisi,Anemone,truffolia,peak density,doy,246.395,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
87,HMK014,"Hongyuan County, Sichuan Province, China",2009,temperature,NA,2,NA,NA,field,1,C,1.5,9.128,,Melanchra,pisi,Anemone,truffolia,end density,doy,277.05,NA,NA,10,NA,NA,,NA,NA,NA,NA,NA,
88,HMK017,Adventdalen,2004,temperature,NA,2,NA,NA,field,0,C,0,NA,,Salix,polaris,NA,NA,peak prop mature leaves,doy,189,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,based on mature leaves given info in paper that this is the most important phase for aphid
89,HMK017,Adventdalen,2004,temperature,NA,2,NA,NA,field,1,C,0.8,NA,,Salix,polaris,NA,NA,peak prop mature leaves,doy,189,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,based on mature leaves given info in paper that this is the most important phase for aphid
90,HMK017,Adventdalen,2004,temperature,NA,2,NA,NA,field,0,C,0,14,,Sitobion,calvulum,Salix,polaris,peak density,doy,175,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,
91,HMK017,Adventdalen,2004,temperature,NA,2,NA,NA,field,1,C,0.8,13,,Sitobion,calvulum,Salix,polaris,peak density,doy,176,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,
92,HMK017,Adventdalen,2005,temperature,NA,2,NA,NA,field,0,C,0,NA,,Salix,polaris,NA,NA,peak prop mature leaves,doy,192,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,based on mature leaves given info in paper that this is the most important phase for aphid
93,HMK017,Adventdalen,2005,temperature,NA,2,NA,NA,field,1,C,1.3,NA,,Salix,polaris,NA,NA,peak prop mature leaves,doy,192,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,based on mature leaves given info in paper that this is the most important phase for aphid
94,HMK017,Adventdalen,2005,temperature,NA,2,NA,NA,field,0,C,0,-7,,Sitobion,calvulum,Salix,polaris,peak density,doy,199,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,
95,HMK017,Adventdalen,2005,temperature,NA,2,NA,NA,field,1,C,1.3,-7,,Sitobion,calvulum,Salix,polaris,peak density,doy,199,NA,NA,3,NA,NA,,NA,NA,NA,NA,NA,
96,HMK022,Netherlands,2006,temperature,NA,1,NA,NA,lab,0,C,0,NA,,Prunus,spinosa,NA,NA,budburst,doy,102.611,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,took first point of non-0 perc on figure 6
97,HMK022,Netherlands,2006,temperature,NA,1,NA,NA,lab,0,C,0,-15.094,,Thecla,betulae,Prunus,spinosa,egg hatch,doy,117.705,NA,NA,14,NA,NA,,NA,NA,NA,NA,NA,took first point of non-0 perc on figure 6
98,HMK022,Netherlands,2006,temperature,NA,1,NA,NA,lab,1,C,5,NA,,Prunus,spinosa,NA,NA,budburst,doy,73.5028,NA,NA,4,NA,NA,,NA,NA,NA,NA,NA,took first point of non-0 perc on figure 6
99,HMK022,Netherlands,2006,temperature,NA,1,NA,NA,lab,1,C,5,-19.945,,Thecla,betulae,Prunus,spinosa,egg hatch,doy,93.4478,NA,NA,14,NA,NA,,NA,NA,NA,NA,NA,took first point of non-0 perc on figure 6
100,JEH001,"Wytham, UK",2006,temperature,unshaded,2,NA,Larval development time,field,0,C,0,10.7121,,Euphydryas,aurinia,Cotesia,bignellii,host availability,NA,NA,NA,NA,14,host development time (ffinal instar to pupation),days (sqrt),,NA,6.75528,SE,0.13931,2,difference between host availability and parasitoid hatching; experiment 1 for fitness;  temperature difference: grand mean- treatment mean
101,JEH001,"Wytham, UK",2006,temperature,shaded,3,NA,Larval development time,field,0,C,0,-0.868018,,Euphydryas,aurinia,Cotesia,bignellii,host availability,NA,NA,NA,NA,7,host development time (ffinal instar to pupation),days (sqrt),,NA,8.21622,SE,0.13906,2,difference between host availability and parasitoid hatching; experiment 1 for fitness;  temperature difference: grand mean- treatment mean
102,JEH001,"Wytham, UK",2006,temperature,shaded,3,NA,Larval development time,field,1,C,1.74,2.15496,,Euphydryas,aurinia,Cotesia,bignellii,host availability,NA,NA,NA,NA,9,host development time (ffinal instar to pupation),days (sqrt),,NA,6.7629,SE,0.15897,2,difference between host availability and parasitoid hatching; experiment 1 for fitness;  temperature difference: grand mean- treatment mean
103,JEH001,"Wytham, UK",2006,temperature,unshaded,2,NA,Larval development time,field,1,C,2.06,9.6039,,Euphydryas,aurinia,Cotesia,bignellii,host availability,NA,NA,NA,NA,7,host development time (ffinal instar to pupation),days (sqrt),,NA,5.75995,SE,0.07912,2,difference between host availability and parasitoid hatching; experiment 1 for fitness; temperature difference: grand mean- treatment mean
104,JEH001,"Wytham, UK",2006,temperature,unshaded,2,NA,Larval development time,field,0,C,0,10.7121,,Cotesia,bignellii,Euphydryas,aurinia,parasitoid hatching,NA,NA,NA,NA,5,parasitoid development time,days,,NA,25.1534,SE,3.6015,2,difference between host availability and parasitoid hatching; temperature difference: grand mean- treatment mean
105,JEH001,"Wytham, UK",2006,temperature,shaded,3,NA,Larval development time,field,0,C,0,-0.868018,,Cotesia,bignellii,Euphydryas,aurinia,parasitoid hatching,NA,NA,NA,NA,8,parasitoid development time,days,,NA,27.362,SE,1.5898,2,difference between host availability and parasitoid hatching; temperature difference: grand mean- treatment mean
